|Ezili  |Ninja  |Alch   |Engi   |
|Dart   |Ice    |Heli   |Spact  |The Mochinator|LZELGCE|N
|Dart   |Tack   |Heli   |Spact  |The Mochinator|LZELGCE|N
|Dart   |Bomb   |Heli   |Spact  |The Mochinator|LZELGCE|N
|Gwen   |Heli   |Ninja  |Engi   |Chocbox|GZELGCP|N
|Gwen   |Heli   |Ninja  |Spact  |Chocbox|GZELGCP|N
|Gwen   |Heli   |Mortar |Ninja  |Chocbox|GZELGCP|N
|Gwen   |Bucc   |Heli   |Ninja  |Chocbox|GZELGCP|N
|Gwen   |Sniper |Heli   |Ninja  |Chocbox|GZELGCP|N
|Gwen   |Glue   |Heli   |Ninja  |Chocbox|GZELGCP|N
|Gwen   |Tack   |Heli   |Ninja  |Chocbox|GZELGCP|N
|Gwen   |Boomer |Heli   |Ninja  |Chocbox|GZELGCP|N
|Gwen   |Dart   |Heli   |Ninja  |Chocbox|GZELGCP|N
|Ezili  |Boomer |Heli   |Ninja  |Mewlv100|DZELGSK|N
|Ezili  |Dart   |Ace    |Mortar |Great Mage|WZELGSL|N
|Ben    |Dart   |Ace    |Mortar |Great Mage|WZELGSL|N
|Church |Dart   |Ace    |Mortar |Great Mage|WZELGSL|N
|Pat    |Dart   |Ace    |Mortar |Great Mage|WZELGSL|N
|Obyn   |Dart   |Ace    |Mortar |Great Mage|WZELGSL|N
|Striker|Dart   |Ace    |Mortar |Great Mage|WZELGSL|N
|Gwen   |Dart   |Ace    |Mortar |Great Mage|WZELGSL|N
|Quincy |Dart   |Ace    |Mortar |Great Mage|WZELGSL|N
|Dart   |Ace    |Mortar |Engi   |Great Mage|WZELGSL|N
|Dart   |Ace    |Mortar |Village|Great Mage|WZELGSL|N
|Dart   |Ace    |Mortar |Druid  |Great Mage|WZELGSL|N
|Dart   |Ace    |Mortar |Alch   |Great Mage|WZELGSL|N
|Dart   |Ace    |Mortar |Ninja  |Great Mage|WZELGSL|N
|Dart   |Bucc   |Ace    |Mortar |Great Mage|WZELGSL|N
|Dart   |Sub    |Ace    |Mortar |Great Mage|WZELGSL|N
|Dart   |Sniper |Ace    |Mortar |Great Mage|WZELGSL|N
|Dart   |Glue   |Ace    |Mortar |Great Mage|WZELGSL|N
|Dart   |Ice    |Ace    |Mortar |Great Mage|WZELGSL|N
|Dart   |Tack   |Ace    |Mortar |Great Mage|WZELGSL|N
|Dart   |Bomb   |Ace    |Mortar |Great Mage|WZELGSL|N
|Ezili  |Wizard |Super  |Engi   |Agent51|DZELGDP|N
|Ezili  |Wizard |Super  |Village|Agent51|DZELGDP|N
|Ezili  |Ice    |Wizard |Super  |Agent51|DZELGDP|N
|Ezili  |Bomb   |Wizard |Super  |Agent51|DZELGDP|N
|Gwen   |Dart   |Super  |Engi   |the_op_boss|DZELGDD|N
|Gwen   |Dart   |Super  |Village|the_op_boss|DZELGDD|N
|Gwen   |Dart   |Super  |Spact  |the_op_boss|DZELGDD|N
|Gwen   |Dart   |Super  |Druid  |the_op_boss|DZELGDD|N
|Gwen   |Dart   |Super  |Alch   |the_op_boss|DZELGDD|N
|Gwen   |Dart   |Ace    |Super  |the_op_boss|DZELGDD|N
|Gwen   |Dart   |Bucc   |Super  |the_op_boss|DZELGDD|N
|Gwen   |Dart   |Sniper |Super  |the_op_boss|DZELGDD|N
|Gwen   |Dart   |Glue   |Super  |the_op_boss|DZELGDD|N
|Gwen   |Dart   |Ice    |Super  |the_op_boss|DZELGDD|N
|Gwen   |Dart   |Tack   |Super  |the_op_boss|DZELGDD|N
|Gwen   |Dart   |Bomb   |Super  |the_op_boss|DZELGDD|N
|Ezili  |Dart   |Heli   |Ninja  |Urinetosh|WZELGEK|N
|Ben    |Dart   |Heli   |Ninja  |Urinetosh|WZELGEK|N
|Pat    |Dart   |Heli   |Ninja  |Urinetosh|WZELGEK|N
|Striker|Dart   |Heli   |Ninja  |Urinetosh|WZELGEK|N
|Quincy |Dart   |Heli   |Ninja  |Urinetosh|WZELGEK|N
|Dart   |Heli   |Ninja  |Engi   |Urinetosh|WZELGEK|N
|Dart   |Heli   |Mortar |Ninja  |Urinetosh|WZELGEK|N
|Dart   |Bucc   |Heli   |Ninja  |Urinetosh|WZELGEK|N
|Dart   |Sniper |Heli   |Ninja  |Urinetosh|WZELGEK|N
|Dart   |Glue   |Heli   |Ninja  |Urinetosh|WZELGEK|N
|Dart   |Tack   |Heli   |Ninja  |Urinetosh|WZELGEK|N
|Dart   |Boomer |Heli   |Ninja  |Urinetosh|WZELGEK|N
|Gwen   |Boomer |Super  |Engi   |the_op_boss|UZELGPX|N
|Gwen   |Boomer |Super  |Village|the_op_boss|UZELGPX|N
|Gwen   |Boomer |Super  |Spact  |the_op_boss|UZELGPX|N
|Gwen   |Boomer |Super  |Druid  |the_op_boss|UZELGPX|N
|Gwen   |Boomer |Super  |Alch   |the_op_boss|UZELGPX|N
|Gwen   |Boomer |Mortar |Super  |the_op_boss|UZELGPX|N
|Gwen   |Boomer |Heli   |Super  |the_op_boss|UZELGPX|N
|Gwen   |Boomer |Ace    |Super  |the_op_boss|UZELGPX|N
|Gwen   |Boomer |Bucc   |Super  |the_op_boss|UZELGPX|N
|Gwen   |Boomer |Sniper |Super  |the_op_boss|UZELGPX|N
|Gwen   |Boomer |Glue   |Super  |the_op_boss|UZELGPX|N
|Gwen   |Boomer |Ice    |Super  |the_op_boss|UZELGPX|N
|Gwen   |Boomer |Tack   |Super  |the_op_boss|UZELGPX|N
|Gwen   |Boomer |Bomb   |Super  |the_op_boss|UZELGPX|N
|Pat    |Ninja  |Village|Engi   |The Mochinator|BZELGLW|N
|Pat    |Ninja  |Spact  |Village|The Mochinator|BZELGLW|N
|Pat    |Ninja  |Druid  |Village|The Mochinator|BZELGLW|N
|Pat    |Mortar |Ninja  |Village|The Mochinator|BZELGLW|N
|Pat    |Ace    |Ninja  |Village|The Mochinator|BZELGLW|N
|Pat    |Bucc   |Ninja  |Village|The Mochinator|BZELGLW|N
|Pat    |Sub    |Ninja  |Village|The Mochinator|BZELGLW|N
|Pat    |Sniper |Ninja  |Village|The Mochinator|BZELGLW|N
|Pat    |Glue   |Ninja  |Village|The Mochinator|BZELGLW|N
|Pat    |Ice    |Ninja  |Village|The Mochinator|BZELGLW|N
|Pat    |Bomb   |Ninja  |Village|The Mochinator|BZELGLW|N
|Pat    |Boomer |Ninja  |Village|The Mochinator|BZELGLW|N
|Pat    |Dart   |Ninja  |Village|The Mochinator|BZELGLW|N
|Striker|Heli   |Ninja  |Engi   |Chocbox|FZELGOU|N
|Striker|Heli   |Ninja  |Spact  |Chocbox|FZELGOU|N
|Striker|Heli   |Super  |Ninja  |Chocbox|FZELGOU|N
|Striker|Heli   |Mortar |Ninja  |Chocbox|FZELGOU|N
|Striker|Bucc   |Heli   |Ninja  |Chocbox|FZELGOU|N
|Striker|Sniper |Heli   |Ninja  |Chocbox|FZELGOU|N
|Striker|Glue   |Heli   |Ninja  |Chocbox|FZELGOU|N
|Striker|Tack   |Heli   |Ninja  |Chocbox|FZELGOU|N
|Striker|Boomer |Heli   |Ninja  |Chocbox|FZELGOU|N
|Gwen   |Sub    |Ace    |Mortar |killcrazy99|VZELGOV|N
|Obyn   |Sub    |Wizard |Druid  |Valter|AZELGOR|N
|Ezili  |Bucc   |Super  |Alch   |frds|SZELHMC|N
|Ben    |Bucc   |Super  |Alch   |frds|SZELHMC|N
|Church |Bucc   |Super  |Alch   |frds|SZELHMC|N
|Pat    |Bucc   |Super  |Alch   |frds|SZELHMC|N
|Striker|Bucc   |Super  |Alch   |frds|SZELHMC|N
|Gwen   |Bucc   |Super  |Alch   |frds|SZELHMC|N
|Bucc   |Super  |Alch   |Engi   |frds|SZELHMC|N
|Bucc   |Super  |Alch   |Village|frds|SZELHMC|N
|Bucc   |Super  |Alch   |Druid  |frds|SZELHMC|N
|Bucc   |Mortar |Super  |Alch   |frds|SZELHMC|N
|Glue   |Bucc   |Super  |Alch   |frds|SZELHMC|N
|Tack   |Bucc   |Super  |Alch   |frds|SZELHMC|N
|Bomb   |Bucc   |Super  |Alch   |frds|SZELHMC|N
|Boomer |Bucc   |Super  |Alch   |frds|SZELHMC|N
|Dart   |Bucc   |Super  |Alch   |frds|SZELHMC|N
|Ezili  |Bucc   |Heli   |Ninja  |Chocbox|DZELHMO|N
|Ben    |Bucc   |Heli   |Ninja  |Chocbox|DZELHMO|N
|Pat    |Bucc   |Heli   |Ninja  |Chocbox|DZELHMO|N
|Quincy |Bucc   |Heli   |Ninja  |Chocbox|DZELHMO|N
|Bucc   |Heli   |Ninja  |Engi   |Chocbox|DZELHMO|N
|Bucc   |Heli   |Ninja  |Spact  |Chocbox|DZELHMO|N
|Bucc   |Heli   |Mortar |Ninja  |Chocbox|DZELHMO|N
|Sniper |Bucc   |Heli   |Ninja  |Chocbox|DZELHMO|N
|Glue   |Bucc   |Heli   |Ninja  |Chocbox|DZELHMO|N
|Tack   |Bucc   |Heli   |Ninja  |Chocbox|DZELHMO|N
|Boomer |Bucc   |Heli   |Ninja  |Chocbox|DZELHMO|N
|Pat    |Bucc   |Village|Engi   |The Mochinator|MZELHFV|N
|Pat    |Bucc   |Spact  |Village|The Mochinator|MZELHFV|N
|Pat    |Bucc   |Druid  |Village|The Mochinator|MZELHFV|N
|Pat    |Bucc   |Alch   |Village|The Mochinator|MZELHFV|N
|Pat    |Bucc   |Super  |Village|The Mochinator|MZELHFV|N
|Pat    |Bucc   |Mortar |Village|The Mochinator|MZELHFV|N
|Pat    |Bucc   |Ace    |Village|The Mochinator|MZELHFV|N
|Pat    |Sub    |Bucc   |Village|The Mochinator|MZELHFV|N
|Pat    |Sniper |Bucc   |Village|The Mochinator|MZELHFV|N
|Pat    |Glue   |Bucc   |Village|The Mochinator|MZELHFV|N
|Pat    |Ice    |Bucc   |Village|The Mochinator|MZELHFV|N
|Pat    |Bomb   |Bucc   |Village|The Mochinator|MZELHFV|N
|Pat    |Boomer |Bucc   |Village|The Mochinator|MZELHFV|N
|Pat    |Dart   |Bucc   |Village|The Mochinator|MZELHFV|N
|Pat    |Heli   |Ninja  |Engi   |Chocbox|CZELHGB|N
|Pat    |Heli   |Ninja  |Spact  |Chocbox|CZELHGB|N
|Pat    |Heli   |Super  |Ninja  |Chocbox|CZELHGB|N
|Pat    |Heli   |Mortar |Ninja  |Chocbox|CZELHGB|N
|Pat    |Sniper |Heli   |Ninja  |Chocbox|CZELHGB|N
|Pat    |Glue   |Heli   |Ninja  |Chocbox|CZELHGB|N
|Pat    |Tack   |Heli   |Ninja  |Chocbox|CZELHGB|N
|Pat    |Boomer |Heli   |Ninja  |Chocbox|CZELHGB|N
|Boomer |Wizard |Druid  |Village|killcrazy99|XZELHGR|N
|Ezili  |Ace    |Ninja  |Spact  |rigged|XZELHXM|N
|Ben    |Ace    |Ninja  |Spact  |rigged|XZELHXM|N
|Church |Ace    |Ninja  |Spact  |rigged|XZELHXM|N
|Pat    |Ace    |Ninja  |Spact  |rigged|XZELHXM|N
|Obyn   |Ace    |Ninja  |Spact  |rigged|XZELHXM|N
|Striker|Ace    |Ninja  |Spact  |rigged|XZELHXM|N
|Gwen   |Ace    |Ninja  |Spact  |rigged|XZELHXM|N
|Ace    |Ninja  |Spact  |Engi   |rigged|XZELHXM|N
|Ace    |Ninja  |Spact  |Village|rigged|XZELHXM|N
|Ace    |Ninja  |Druid  |Spact  |rigged|XZELHXM|N
|Ace    |Mortar |Ninja  |Spact  |rigged|XZELHXM|N
|Bucc   |Ace    |Ninja  |Spact  |rigged|XZELHXM|N
|Sub    |Ace    |Ninja  |Spact  |rigged|XZELHXM|N
|Sniper |Ace    |Ninja  |Spact  |rigged|XZELHXM|N
|Glue   |Ace    |Ninja  |Spact  |rigged|XZELHXM|N
|Ice    |Ace    |Ninja  |Spact  |rigged|XZELHXM|N
|Tack   |Ace    |Ninja  |Spact  |rigged|XZELHXM|N
|Bomb   |Ace    |Ninja  |Spact  |rigged|XZELHXM|N
|Boomer |Ace    |Ninja  |Spact  |rigged|XZELHXM|N
|Dart   |Ace    |Ninja  |Spact  |rigged|XZELHXM|N
|Ezili  |Tack   |Heli   |Village|meta|UZELHXA|N
|Ben    |Tack   |Heli   |Village|meta|UZELHXA|N
|Church |Tack   |Heli   |Village|meta|UZELHXA|N
|Pat    |Tack   |Heli   |Village|meta|UZELHXA|N
|Striker|Tack   |Heli   |Village|meta|UZELHXA|N
|Gwen   |Tack   |Heli   |Village|meta|UZELHXA|N
|Quincy |Tack   |Heli   |Village|meta|UZELHXA|N
|Tack   |Heli   |Village|Engi   |meta|UZELHXA|N
|Tack   |Heli   |Spact  |Village|meta|UZELHXA|N
|Tack   |Heli   |Druid  |Village|meta|UZELHXA|N
|Tack   |Heli   |Super  |Village|meta|UZELHXA|N
|Tack   |Heli   |Mortar |Village|meta|UZELHXA|N
|Tack   |Sniper |Heli   |Village|meta|UZELHXA|N
|Tack   |Glue   |Heli   |Village|meta|UZELHXA|N
|Tack   |Ice    |Heli   |Village|meta|UZELHXA|N
|Bomb   |Tack   |Heli   |Village|meta|UZELHXA|N
|Boomer |Tack   |Heli   |Village|meta|UZELHXA|N
|Dart   |Tack   |Heli   |Village|meta|UZELHXA|N
|Quincy |Tack   |Wizard |Engi   |rouge_bare|EZELHAH|N
|Quincy |Tack   |Wizard |Village|rouge_bare|EZELHAH|N
|Quincy |Tack   |Wizard |Druid  |rouge_bare|EZELHAH|N
|Quincy |Tack   |Wizard |Alch   |rouge_bare|EZELHAH|N
|Quincy |Tack   |Sub    |Wizard |rouge_bare|EZELHAH|N
|Quincy |Tack   |Sniper |Wizard |rouge_bare|EZELHAH|N
|Quincy |Tack   |Ice    |Wizard |rouge_bare|EZELHAH|N
|Quincy |Bomb   |Tack   |Wizard |rouge_bare|EZELHAH|N
|Quincy |Boomer |Tack   |Wizard |rouge_bare|EZELHAH|N
|Quincy |Sub    |Alch   |Spact  |Kyle Robinson|HZELHCG|N
|Ezili  |Boomer |Ace    |Spact  |rigged|HZELHCU|N
|Ben    |Boomer |Ace    |Spact  |rigged|HZELHCU|N
|Church |Boomer |Ace    |Spact  |rigged|HZELHCU|N
|Pat    |Boomer |Ace    |Spact  |rigged|HZELHCU|N
|Obyn   |Boomer |Ace    |Spact  |rigged|HZELHCU|N
|Striker|Boomer |Ace    |Spact  |rigged|HZELHCU|N
|Gwen   |Boomer |Ace    |Spact  |rigged|HZELHCU|N
|Boomer |Ace    |Spact  |Engi   |rigged|HZELHCU|N
|Boomer |Ace    |Spact  |Village|rigged|HZELHCU|N
|Boomer |Ace    |Druid  |Spact  |rigged|HZELHCU|N
|Boomer |Ace    |Alch   |Spact  |rigged|HZELHCU|N
|Boomer |Ace    |Super  |Spact  |rigged|HZELHCU|N
|Boomer |Bucc   |Ace    |Spact  |rigged|HZELHCU|N
|Boomer |Sub    |Ace    |Spact  |rigged|HZELHCU|N
|Boomer |Sniper |Ace    |Spact  |rigged|HZELHCU|N
|Boomer |Glue   |Ace    |Spact  |rigged|HZELHCU|N
|Boomer |Ice    |Ace    |Spact  |rigged|HZELHCU|N
|Boomer |Tack   |Ace    |Spact  |rigged|HZELHCU|N
|Boomer |Bomb   |Ace    |Spact  |rigged|HZELHCU|N
|Dart   |Boomer |Ace    |Spact  |rigged|HZELHCU|N
|Ezili  |Tack   |Heli   |Ninja  |Agent51|LZELHCT|N
|Ben    |Tack   |Heli   |Ninja  |Agent51|LZELHCT|N
|Quincy |Tack   |Heli   |Ninja  |Agent51|LZELHCT|N
|Tack   |Heli   |Ninja  |Engi   |Agent51|LZELHCT|N
|Tack   |Heli   |Ninja  |Spact  |Agent51|LZELHCT|N
|Tack   |Heli   |Super  |Ninja  |Agent51|LZELHCT|N
|Tack   |Heli   |Mortar |Ninja  |Agent51|LZELHCT|N
|Tack   |Sniper |Heli   |Ninja  |Agent51|LZELHCT|N
|Tack   |Glue   |Heli   |Ninja  |Agent51|LZELHCT|N
|Boomer |Tack   |Heli   |Ninja  |Agent51|LZELHCT|N
|Ezili  |Glue   |Sub    |Village|Lookatmeimamod|EZELHCP|N
|Ben    |Glue   |Sub    |Village|Lookatmeimamod|EZELHCP|N
|Church |Glue   |Sub    |Village|Lookatmeimamod|EZELHCP|N
|Pat    |Glue   |Sub    |Village|Lookatmeimamod|EZELHCP|N
|Obyn   |Glue   |Sub    |Village|Lookatmeimamod|EZELHCP|N
|Striker|Glue   |Sub    |Village|Lookatmeimamod|EZELHCP|N
|Gwen   |Glue   |Sub    |Village|Lookatmeimamod|EZELHCP|N
|Quincy |Glue   |Sub    |Village|Lookatmeimamod|EZELHCP|N
|Glue   |Sub    |Village|Engi   |Lookatmeimamod|EZELHCP|N
|Glue   |Sub    |Spact  |Village|Lookatmeimamod|EZELHCP|N
|Glue   |Sub    |Druid  |Village|Lookatmeimamod|EZELHCP|N
|Glue   |Sub    |Alch   |Village|Lookatmeimamod|EZELHCP|N
|Glue   |Sub    |Ninja  |Village|Lookatmeimamod|EZELHCP|N
|Glue   |Sub    |Mortar |Village|Lookatmeimamod|EZELHCP|N
|Glue   |Sub    |Ace    |Village|Lookatmeimamod|EZELHCP|N
|Glue   |Sub    |Bucc   |Village|Lookatmeimamod|EZELHCP|N
|Glue   |Sniper |Sub    |Village|Lookatmeimamod|EZELHCP|N
|Ice    |Glue   |Sub    |Village|Lookatmeimamod|EZELHCP|N
|Tack   |Glue   |Sub    |Village|Lookatmeimamod|EZELHCP|N
|Bomb   |Glue   |Sub    |Village|Lookatmeimamod|EZELHCP|N
|Boomer |Glue   |Sub    |Village|Lookatmeimamod|EZELHCP|N
|Dart   |Glue   |Sub    |Village|Lookatmeimamod|EZELHCP|N
|Ezili  |Ice    |Ace    |Alch   |Agent51|CZELHEF|N
|Ben    |Ice    |Ace    |Alch   |Agent51|CZELHEF|N
|Church |Ice    |Ace    |Alch   |Agent51|CZELHEF|N
|Pat    |Ice    |Ace    |Alch   |Agent51|CZELHEF|N
|Obyn   |Ice    |Ace    |Alch   |Agent51|CZELHEF|N
|Striker|Ice    |Ace    |Alch   |Agent51|CZELHEF|N
|Gwen   |Ice    |Ace    |Alch   |Agent51|CZELHEF|N
|Quincy |Ice    |Ace    |Alch   |Agent51|CZELHEF|N
|Ice    |Ace    |Alch   |Engi   |Agent51|CZELHEF|N
|Ice    |Ace    |Alch   |Village|Agent51|CZELHEF|N
|Ice    |Ace    |Alch   |Spact  |Agent51|CZELHEF|N
|Ice    |Ace    |Alch   |Druid  |Agent51|CZELHEF|N
|Ice    |Ace    |Super  |Alch   |Agent51|CZELHEF|N
|Ice    |Ace    |Mortar |Alch   |Agent51|CZELHEF|N
|Ice    |Sniper |Ace    |Alch   |Agent51|CZELHEF|N
|Ice    |Glue   |Ace    |Alch   |Agent51|CZELHEF|N
|Tack   |Ice    |Ace    |Alch   |Agent51|CZELHEF|N
|Bomb   |Ice    |Ace    |Alch   |Agent51|CZELHEF|N
|Boomer |Ice    |Ace    |Alch   |Agent51|CZELHEF|N
|Dart   |Ice    |Ace    |Alch   |Agent51|CZELHEF|N
|Ezili  |Sub    |Bucc   |Ace    |Jollto13|TZELHRT|N
|Ben    |Sub    |Bucc   |Ace    |Jollto13|TZELHRT|N
|Church |Sub    |Bucc   |Ace    |Jollto13|TZELHRT|N
|Pat    |Sub    |Bucc   |Ace    |Jollto13|TZELHRT|N
|Obyn   |Sub    |Bucc   |Ace    |Jollto13|TZELHRT|N
|Striker|Sub    |Bucc   |Ace    |Jollto13|TZELHRT|N
|Gwen   |Sub    |Bucc   |Ace    |Jollto13|TZELHRT|N
|Quincy |Sub    |Bucc   |Ace    |Jollto13|TZELHRT|N
|Sub    |Bucc   |Ace    |Engi   |Jollto13|TZELHRT|N
|Sub    |Bucc   |Ace    |Village|Jollto13|TZELHRT|N
|Sub    |Bucc   |Ace    |Spact  |Jollto13|TZELHRT|N
|Sub    |Bucc   |Ace    |Druid  |Jollto13|TZELHRT|N
|Sub    |Bucc   |Ace    |Ninja  |Jollto13|TZELHRT|N
|Sub    |Bucc   |Ace    |Mortar |Jollto13|TZELHRT|N
|Sniper |Sub    |Bucc   |Ace    |Jollto13|TZELHRT|N
|Glue   |Sub    |Bucc   |Ace    |Jollto13|TZELHRT|N
|Ice    |Sub    |Bucc   |Ace    |Jollto13|TZELHRT|N
|Tack   |Sub    |Bucc   |Ace    |Jollto13|TZELHRT|N
|Bomb   |Sub    |Bucc   |Ace    |Jollto13|TZELHRT|N
|Boomer |Sub    |Bucc   |Ace    |Jollto13|TZELHRT|N
|Dart   |Sub    |Bucc   |Ace    |Jollto13|TZELHRT|N
|Ezili  |Bucc   |Ace    |Spact  |rigged|KZELHRF|N
|Ben    |Bucc   |Ace    |Spact  |rigged|KZELHRF|N
|Church |Bucc   |Ace    |Spact  |rigged|KZELHRF|N
|Pat    |Bucc   |Ace    |Spact  |rigged|KZELHRF|N
|Obyn   |Bucc   |Ace    |Spact  |rigged|KZELHRF|N
|Striker|Bucc   |Ace    |Spact  |rigged|KZELHRF|N
|Gwen   |Bucc   |Ace    |Spact  |rigged|KZELHRF|N
|Bucc   |Ace    |Spact  |Engi   |rigged|KZELHRF|N
|Bucc   |Ace    |Spact  |Village|rigged|KZELHRF|N
|Bucc   |Ace    |Druid  |Spact  |rigged|KZELHRF|N
|Bucc   |Ace    |Mortar |Spact  |rigged|KZELHRF|N
|Sniper |Bucc   |Ace    |Spact  |rigged|KZELHRF|N
|Glue   |Bucc   |Ace    |Spact  |rigged|KZELHRF|N
|Ice    |Bucc   |Ace    |Spact  |rigged|KZELHRF|N
|Tack   |Bucc   |Ace    |Spact  |rigged|KZELHRF|N
|Bomb   |Bucc   |Ace    |Spact  |rigged|KZELHRF|N
|Dart   |Bucc   |Ace    |Spact  |rigged|KZELHRF|N
|Ben    |Boomer |Bucc   |Super  |the_op_boss|CZELHYO|N
|Church |Boomer |Bucc   |Super  |the_op_boss|CZELHYO|N
|Pat    |Boomer |Bucc   |Super  |the_op_boss|CZELHYO|N
|Striker|Boomer |Bucc   |Super  |the_op_boss|CZELHYO|N
|Boomer |Bucc   |Super  |Engi   |the_op_boss|CZELHYO|N
|Boomer |Bucc   |Super  |Village|the_op_boss|CZELHYO|N
|Boomer |Bucc   |Super  |Druid  |the_op_boss|CZELHYO|N
|Boomer |Bucc   |Super  |Ninja  |the_op_boss|CZELHYO|N
|Boomer |Bucc   |Mortar |Super  |the_op_boss|CZELHYO|N
|Boomer |Bucc   |Ace    |Super  |the_op_boss|CZELHYO|N
|Boomer |Glue   |Bucc   |Super  |the_op_boss|CZELHYO|N
|Boomer |Tack   |Bucc   |Super  |the_op_boss|CZELHYO|N
|Boomer |Bomb   |Bucc   |Super  |the_op_boss|CZELHYO|N
|Ezili  |Boomer |Heli   |Village|123CrimsonRain|KZELHOV|N
|Ben    |Boomer |Heli   |Village|123CrimsonRain|KZELHOV|N
|Church |Boomer |Heli   |Village|123CrimsonRain|KZELHOV|N
|Pat    |Boomer |Heli   |Village|123CrimsonRain|KZELHOV|N
|Striker|Boomer |Heli   |Village|123CrimsonRain|KZELHOV|N
|Gwen   |Boomer |Heli   |Village|123CrimsonRain|KZELHOV|N
|Quincy |Boomer |Heli   |Village|123CrimsonRain|KZELHOV|N
|Boomer |Heli   |Village|Engi   |123CrimsonRain|KZELHOV|N
|Boomer |Heli   |Druid  |Village|123CrimsonRain|KZELHOV|N
|Boomer |Heli   |Super  |Village|123CrimsonRain|KZELHOV|N
|Boomer |Sniper |Heli   |Village|123CrimsonRain|KZELHOV|N
|Boomer |Glue   |Heli   |Village|123CrimsonRain|KZELHOV|N
|Boomer |Ice    |Heli   |Village|123CrimsonRain|KZELHOV|N
|Boomer |Bomb   |Heli   |Village|123CrimsonRain|KZELHOV|N
|Dart   |Boomer |Heli   |Village|123CrimsonRain|KZELHOV|N
|Ezili  |Tack   |Ace    |Spact  |rigged|LZELUFS|N
|Ben    |Tack   |Ace    |Spact  |rigged|LZELUFS|N
|Church |Tack   |Ace    |Spact  |rigged|LZELUFS|N
|Pat    |Tack   |Ace    |Spact  |rigged|LZELUFS|N
|Striker|Tack   |Ace    |Spact  |rigged|LZELUFS|N
|Gwen   |Tack   |Ace    |Spact  |rigged|LZELUFS|N
|Tack   |Ace    |Spact  |Engi   |rigged|LZELUFS|N
|Tack   |Ace    |Spact  |Village|rigged|LZELUFS|N
|Tack   |Ace    |Druid  |Spact  |rigged|LZELUFS|N
|Tack   |Ace    |Alch   |Spact  |rigged|LZELUFS|N
|Tack   |Ace    |Super  |Spact  |rigged|LZELUFS|N
|Tack   |Ace    |Mortar |Spact  |rigged|LZELUFS|N
|Tack   |Sub    |Ace    |Spact  |rigged|LZELUFS|N
|Tack   |Sniper |Ace    |Spact  |rigged|LZELUFS|N
|Tack   |Glue   |Ace    |Spact  |rigged|LZELUFS|N
|Tack   |Ice    |Ace    |Spact  |rigged|LZELUFS|N
|Bomb   |Tack   |Ace    |Spact  |rigged|LZELUFS|N
|Dart   |Tack   |Ace    |Spact  |rigged|LZELUFS|N
|Pat    |Wizard |Alch   |Village|heavyknight|UZELUFD|N
|Ezili  |Glue   |Super  |Engi   |coolio1223|UZELUHB|N
|Ezili  |Glue   |Super  |Village|coolio1223|UZELUHB|N
|Ezili  |Glue   |Super  |Spact  |coolio1223|UZELUHB|N
|Ezili  |Glue   |Super  |Druid  |coolio1223|UZELUHB|N
|Ezili  |Glue   |Super  |Alch   |coolio1223|UZELUHB|N
|Ezili  |Glue   |Super  |Ninja  |coolio1223|UZELUHB|N
|Ezili  |Glue   |Mortar |Super  |coolio1223|UZELUHB|N
|Ezili  |Glue   |Heli   |Super  |coolio1223|UZELUHB|N
|Ezili  |Glue   |Ace    |Super  |coolio1223|UZELUHB|N
|Ezili  |Glue   |Bucc   |Super  |coolio1223|UZELUHB|N
|Ezili  |Bomb   |Glue   |Super  |coolio1223|UZELUHB|N
|Ezili  |Glue   |Heli   |Spact  |Kyle Robinson|LZELUVF|N
|Church |Ice    |Bucc   |Village|Amanensia|CZELUWG|N
|Ben    |Glue   |Bucc   |Super  |the_op_boss|DZELUWL|N
|Church |Glue   |Bucc   |Super  |the_op_boss|DZELUWL|N
|Pat    |Glue   |Bucc   |Super  |the_op_boss|DZELUWL|N
|Striker|Glue   |Bucc   |Super  |the_op_boss|DZELUWL|N
|Gwen   |Glue   |Bucc   |Super  |the_op_boss|DZELUWL|N
|Glue   |Bucc   |Super  |Engi   |the_op_boss|DZELUWL|N
|Glue   |Bucc   |Super  |Village|the_op_boss|DZELUWL|N
|Glue   |Bucc   |Super  |Druid  |the_op_boss|DZELUWL|N
|Glue   |Bucc   |Super  |Ninja  |the_op_boss|DZELUWL|N
|Glue   |Bucc   |Mortar |Super  |the_op_boss|DZELUWL|N
|Glue   |Bucc   |Ace    |Super  |the_op_boss|DZELUWL|N
|Tack   |Glue   |Bucc   |Super  |the_op_boss|DZELUWL|N
|Bomb   |Glue   |Bucc   |Super  |the_op_boss|DZELUWL|N
|Dart   |Glue   |Bucc   |Super  |the_op_boss|DZELUWL|N
|Ezili  |Super  |Alch   |Spact  |The Mochinator|HZELUTH|N
|Ben    |Super  |Alch   |Spact  |The Mochinator|HZELUTH|N
|Church |Super  |Alch   |Spact  |The Mochinator|HZELUTH|N
|Pat    |Super  |Alch   |Spact  |The Mochinator|HZELUTH|N
|Striker|Super  |Alch   |Spact  |The Mochinator|HZELUTH|N
|Gwen   |Super  |Alch   |Spact  |The Mochinator|HZELUTH|N
|Super  |Alch   |Spact  |Engi   |The Mochinator|HZELUTH|N
|Super  |Alch   |Spact  |Village|The Mochinator|HZELUTH|N
|Super  |Alch   |Druid  |Spact  |The Mochinator|HZELUTH|N
