|Dart   |Boomer |Bomb   |Tack   |
|Striker|Dart   |Druid  |Spact  |
|Striker|Dart   |Druid  |Village|
|Striker|Dart   |Spact  |Village|
|Striker|Boomer |Bomb   |Tack   |
|Striker|Boomer |Bomb   |Ice    |
|Striker|Boomer |Bomb   |Glue   |
|Striker|Boomer |Bomb   |Sniper |
|Striker|Boomer |Bomb   |Sub    |
|Striker|Boomer |Bomb   |Bucc   |
|Striker|Boomer |Bomb   |Ace    |
|Striker|Boomer |Bomb   |Heli   |
|Striker|Boomer |Bomb   |Mortar |
|Striker|Boomer |Bomb   |Wizard |
|Striker|Boomer |Bomb   |Super  |
|Striker|Boomer |Bomb   |Ninja  |
|Striker|Boomer |Bomb   |Alch   |
|Striker|Boomer |Bomb   |Druid  |
|Striker|Boomer |Bomb   |Spact  |
|Striker|Boomer |Bomb   |Village|
|Striker|Boomer |Tack   |Ice    |
|Striker|Boomer |Tack   |Glue   |
|Striker|Boomer |Tack   |Sniper |
|Striker|Boomer |Tack   |Sub    |
|Striker|Boomer |Tack   |Bucc   |
|Striker|Boomer |Tack   |Ace    |
|Striker|Boomer |Tack   |Heli   |
|Striker|Boomer |Tack   |Mortar |
|Striker|Boomer |Tack   |Wizard |
|Striker|Boomer |Tack   |Super  |
|Striker|Boomer |Tack   |Ninja  |
|Striker|Boomer |Tack   |Alch   |
|Striker|Boomer |Tack   |Druid  |
|Striker|Boomer |Tack   |Spact  |
|Striker|Boomer |Tack   |Village|
|Striker|Boomer |Ice    |Glue   |
|Striker|Boomer |Ice    |Sniper |
|Striker|Boomer |Ice    |Sub    |
|Striker|Boomer |Ice    |Bucc   |
|Striker|Boomer |Ice    |Ace    |
|Striker|Boomer |Ice    |Heli   |
|Striker|Boomer |Ice    |Mortar |
|Striker|Boomer |Ice    |Wizard |
|Striker|Boomer |Ice    |Super  |
|Striker|Boomer |Ice    |Ninja  |
|Striker|Boomer |Ice    |Alch   |
|Striker|Boomer |Ice    |Druid  |
|Striker|Boomer |Ice    |Spact  |
|Striker|Boomer |Ice    |Village|
|Striker|Boomer |Glue   |Sniper |
|Striker|Boomer |Glue   |Sub    |
|Striker|Boomer |Glue   |Bucc   |
|Striker|Boomer |Glue   |Ace    |
|Striker|Boomer |Glue   |Heli   |
|Striker|Boomer |Glue   |Mortar |
|Striker|Boomer |Glue   |Wizard |
|Striker|Boomer |Glue   |Super  |
|Striker|Boomer |Glue   |Ninja  |
|Striker|Boomer |Glue   |Alch   |
|Striker|Boomer |Glue   |Druid  |
|Striker|Boomer |Glue   |Spact  |
|Striker|Boomer |Glue   |Village|
|Striker|Boomer |Sniper |Sub    |
|Striker|Boomer |Sniper |Bucc   |
|Striker|Boomer |Sniper |Ace    |
|Striker|Boomer |Sniper |Heli   |
|Striker|Boomer |Sniper |Mortar |
|Striker|Boomer |Sniper |Wizard |
|Striker|Boomer |Sniper |Super  |
|Striker|Boomer |Sniper |Ninja  |
|Striker|Boomer |Sniper |Alch   |
|Striker|Boomer |Sniper |Druid  |
|Striker|Boomer |Sniper |Spact  |
|Striker|Boomer |Sniper |Village|
|Striker|Boomer |Sub    |Bucc   |
|Striker|Boomer |Sub    |Ace    |
|Striker|Boomer |Sub    |Heli   |
|Striker|Boomer |Sub    |Mortar |
|Striker|Boomer |Sub    |Wizard |
|Striker|Boomer |Sub    |Super  |
|Striker|Boomer |Sub    |Ninja  |
|Striker|Boomer |Sub    |Alch   |
|Striker|Boomer |Sub    |Druid  |
|Striker|Boomer |Sub    |Spact  |
|Striker|Boomer |Sub    |Village|
|Striker|Boomer |Bucc   |Ace    |
|Striker|Boomer |Bucc   |Heli   |
|Striker|Boomer |Bucc   |Mortar |
|Striker|Boomer |Bucc   |Wizard |
|Striker|Boomer |Bucc   |Super  |
|Striker|Boomer |Bucc   |Ninja  |
|Striker|Boomer |Bucc   |Alch   |
|Striker|Boomer |Bucc   |Druid  |
|Striker|Boomer |Bucc   |Spact  |
|Striker|Boomer |Bucc   |Village|
|Striker|Boomer |Ace    |Heli   |
|Striker|Boomer |Ace    |Mortar |
|Striker|Boomer |Ace    |Wizard |
|Striker|Boomer |Ace    |Super  |
|Striker|Boomer |Ace    |Ninja  |
|Striker|Boomer |Ace    |Alch   |
|Striker|Boomer |Ace    |Druid  |
|Striker|Boomer |Ace    |Spact  |
|Striker|Boomer |Ace    |Village|
|Striker|Boomer |Heli   |Mortar |
|Striker|Boomer |Heli   |Wizard |
|Striker|Boomer |Heli   |Super  |
|Striker|Boomer |Heli   |Ninja  |
|Striker|Boomer |Heli   |Alch   |
|Striker|Boomer |Heli   |Druid  |
|Striker|Boomer |Heli   |Spact  |
|Striker|Boomer |Heli   |Village|
|Striker|Boomer |Mortar |Wizard |
|Striker|Boomer |Mortar |Super  |
|Striker|Boomer |Mortar |Ninja  |
|Striker|Boomer |Mortar |Alch   |
|Striker|Boomer |Mortar |Druid  |
|Striker|Boomer |Mortar |Spact  |
|Striker|Boomer |Mortar |Village|
|Striker|Boomer |Wizard |Super  |
|Striker|Boomer |Wizard |Ninja  |
|Striker|Boomer |Wizard |Alch   |
|Striker|Boomer |Wizard |Druid  |
|Striker|Boomer |Wizard |Spact  |
|Striker|Boomer |Wizard |Village|
|Striker|Boomer |Super  |Ninja  |
|Striker|Boomer |Super  |Alch   |
|Striker|Boomer |Super  |Druid  |
|Striker|Boomer |Super  |Spact  |
|Striker|Boomer |Super  |Village|
|Striker|Boomer |Ninja  |Alch   |
|Striker|Boomer |Ninja  |Druid  |
|Striker|Boomer |Ninja  |Spact  |
|Striker|Boomer |Ninja  |Village|
|Striker|Boomer |Alch   |Druid  |
|Striker|Boomer |Alch   |Spact  |
|Striker|Boomer |Alch   |Village|
|Striker|Boomer |Druid  |Spact  |
|Striker|Boomer |Druid  |Village|
|Striker|Boomer |Spact  |Village|
|Striker|Bomb   |Tack   |Ice    |
|Striker|Bomb   |Tack   |Glue   |
|Striker|Bomb   |Tack   |Sniper |
|Striker|Bomb   |Tack   |Sub    |
|Striker|Bomb   |Tack   |Bucc   |
|Striker|Bomb   |Tack   |Ace    |
|Striker|Bomb   |Tack   |Heli   |
|Striker|Bomb   |Tack   |Mortar |
|Striker|Bomb   |Tack   |Wizard |
|Striker|Bomb   |Tack   |Super  |
|Striker|Bomb   |Tack   |Ninja  |
|Striker|Bomb   |Tack   |Alch   |
|Striker|Bomb   |Tack   |Druid  |
|Striker|Bomb   |Tack   |Spact  |
|Striker|Bomb   |Tack   |Village|
|Striker|Bomb   |Ice    |Glue   |
|Striker|Bomb   |Ice    |Sniper |
|Striker|Bomb   |Ice    |Sub    |
|Striker|Bomb   |Ice    |Bucc   |
|Striker|Bomb   |Ice    |Ace    |
|Striker|Bomb   |Ice    |Heli   |
|Striker|Bomb   |Ice    |Mortar |
|Striker|Bomb   |Ice    |Wizard |
|Striker|Bomb   |Ice    |Super  |
|Striker|Bomb   |Ice    |Ninja  |
|Striker|Bomb   |Ice    |Alch   |
|Striker|Bomb   |Ice    |Druid  |
|Striker|Bomb   |Ice    |Spact  |
|Striker|Bomb   |Ice    |Village|
|Striker|Bomb   |Glue   |Sniper |
|Striker|Bomb   |Glue   |Sub    |
|Striker|Bomb   |Glue   |Bucc   |
|Striker|Bomb   |Glue   |Ace    |
|Striker|Bomb   |Glue   |Heli   |
|Striker|Bomb   |Glue   |Mortar |
|Striker|Bomb   |Glue   |Wizard |
|Striker|Bomb   |Glue   |Super  |
|Striker|Bomb   |Glue   |Ninja  |
|Striker|Bomb   |Glue   |Alch   |
|Striker|Bomb   |Glue   |Druid  |
|Striker|Bomb   |Glue   |Spact  |
|Striker|Bomb   |Glue   |Village|
|Striker|Bomb   |Sniper |Sub    |
|Striker|Bomb   |Sniper |Bucc   |
|Striker|Bomb   |Sniper |Ace    |
|Striker|Bomb   |Sniper |Heli   |
|Striker|Bomb   |Sniper |Mortar |
|Striker|Bomb   |Sniper |Wizard |
|Striker|Bomb   |Sniper |Super  |
|Striker|Bomb   |Sniper |Ninja  |
|Striker|Bomb   |Sniper |Alch   |
|Striker|Bomb   |Sniper |Druid  |
|Striker|Bomb   |Sniper |Spact  |
|Striker|Bomb   |Sniper |Village|
|Striker|Bomb   |Sub    |Bucc   |
|Striker|Bomb   |Sub    |Ace    |
|Striker|Bomb   |Sub    |Heli   |
|Striker|Bomb   |Sub    |Mortar |
|Striker|Bomb   |Sub    |Wizard |
|Striker|Bomb   |Sub    |Super  |
|Striker|Bomb   |Sub    |Ninja  |
|Striker|Bomb   |Sub    |Alch   |
|Striker|Bomb   |Sub    |Druid  |
|Striker|Bomb   |Sub    |Spact  |
|Striker|Bomb   |Sub    |Village|
|Striker|Bomb   |Bucc   |Ace    |
|Striker|Bomb   |Bucc   |Heli   |
|Striker|Bomb   |Bucc   |Mortar |
|Striker|Bomb   |Bucc   |Wizard |
|Striker|Bomb   |Bucc   |Super  |
|Striker|Bomb   |Bucc   |Ninja  |
|Striker|Bomb   |Bucc   |Alch   |
|Striker|Bomb   |Bucc   |Druid  |
|Striker|Bomb   |Bucc   |Spact  |
|Striker|Bomb   |Bucc   |Village|
|Striker|Bomb   |Ace    |Heli   |
|Striker|Bomb   |Ace    |Mortar |
|Striker|Bomb   |Ace    |Wizard |
|Striker|Bomb   |Ace    |Super  |
|Striker|Bomb   |Ace    |Ninja  |
|Striker|Bomb   |Ace    |Alch   |
|Striker|Bomb   |Ace    |Druid  |
|Striker|Bomb   |Ace    |Spact  |
|Striker|Bomb   |Ace    |Village|
|Striker|Bomb   |Heli   |Mortar |
|Striker|Bomb   |Heli   |Wizard |
|Striker|Bomb   |Heli   |Super  |
|Striker|Bomb   |Heli   |Ninja  |
|Striker|Bomb   |Heli   |Alch   |
|Striker|Bomb   |Heli   |Druid  |
|Striker|Bomb   |Heli   |Spact  |
|Striker|Bomb   |Heli   |Village|
|Striker|Bomb   |Mortar |Wizard |
|Striker|Bomb   |Mortar |Super  |
|Striker|Bomb   |Mortar |Ninja  |
|Striker|Bomb   |Mortar |Alch   |
|Striker|Bomb   |Mortar |Druid  |
|Striker|Bomb   |Mortar |Spact  |
|Striker|Bomb   |Mortar |Village|
|Striker|Bomb   |Wizard |Super  |
|Striker|Bomb   |Wizard |Ninja  |
|Striker|Bomb   |Wizard |Alch   |
|Striker|Bomb   |Wizard |Druid  |
|Striker|Bomb   |Wizard |Spact  |
|Striker|Bomb   |Wizard |Village|
|Striker|Bomb   |Super  |Ninja  |
|Striker|Bomb   |Super  |Alch   |
|Striker|Bomb   |Super  |Druid  |
|Striker|Bomb   |Super  |Spact  |
|Striker|Bomb   |Super  |Village|
|Striker|Bomb   |Ninja  |Alch   |
|Striker|Bomb   |Ninja  |Druid  |
|Striker|Bomb   |Ninja  |Spact  |
|Striker|Bomb   |Ninja  |Village|
|Striker|Bomb   |Alch   |Druid  |
|Striker|Bomb   |Alch   |Spact  |
|Striker|Bomb   |Alch   |Village|
|Striker|Bomb   |Druid  |Spact  |
|Striker|Bomb   |Druid  |Village|
|Striker|Bomb   |Spact  |Village|
|Striker|Tack   |Ice    |Glue   |
|Striker|Tack   |Ice    |Sniper |
|Striker|Tack   |Ice    |Sub    |
|Striker|Tack   |Ice    |Bucc   |
|Striker|Tack   |Ice    |Ace    |
|Striker|Tack   |Ice    |Heli   |
|Striker|Tack   |Ice    |Mortar |
|Striker|Tack   |Ice    |Wizard |
|Striker|Tack   |Ice    |Super  |
|Striker|Tack   |Ice    |Ninja  |
|Striker|Tack   |Ice    |Alch   |
|Striker|Tack   |Ice    |Druid  |
|Striker|Tack   |Ice    |Spact  |
|Striker|Tack   |Ice    |Village|
|Striker|Tack   |Glue   |Sniper |
|Striker|Tack   |Glue   |Sub    |
|Striker|Tack   |Glue   |Bucc   |
|Striker|Tack   |Glue   |Ace    |
|Striker|Tack   |Glue   |Heli   |
|Striker|Tack   |Glue   |Mortar |
|Striker|Tack   |Glue   |Wizard |
|Striker|Tack   |Glue   |Super  |
|Striker|Tack   |Glue   |Ninja  |
|Striker|Tack   |Glue   |Alch   |
|Striker|Tack   |Glue   |Druid  |
|Striker|Tack   |Glue   |Spact  |
|Striker|Tack   |Glue   |Village|
|Striker|Tack   |Sniper |Sub    |
|Striker|Tack   |Sniper |Bucc   |
|Striker|Tack   |Sniper |Ace    |
|Striker|Tack   |Sniper |Heli   |
|Striker|Tack   |Sniper |Mortar |
|Striker|Tack   |Sniper |Wizard |
|Striker|Tack   |Sniper |Super  |
|Striker|Tack   |Sniper |Ninja  |
|Striker|Tack   |Sniper |Alch   |
|Striker|Tack   |Sniper |Druid  |
|Striker|Tack   |Sniper |Spact  |
|Striker|Tack   |Sniper |Village|
|Striker|Tack   |Sub    |Bucc   |
|Striker|Tack   |Sub    |Ace    |
|Striker|Tack   |Sub    |Heli   |
|Striker|Tack   |Sub    |Mortar |
|Striker|Tack   |Sub    |Wizard |
|Striker|Tack   |Sub    |Super  |
|Striker|Tack   |Sub    |Ninja  |
|Striker|Tack   |Sub    |Alch   |
|Striker|Tack   |Sub    |Druid  |
|Striker|Tack   |Sub    |Spact  |
|Striker|Tack   |Sub    |Village|
|Striker|Tack   |Bucc   |Ace    |
|Striker|Tack   |Bucc   |Heli   |
|Striker|Tack   |Bucc   |Mortar |
|Striker|Tack   |Bucc   |Wizard |
|Striker|Tack   |Bucc   |Super  |
|Striker|Tack   |Bucc   |Ninja  |
|Striker|Tack   |Bucc   |Alch   |
|Striker|Tack   |Bucc   |Druid  |
|Striker|Tack   |Bucc   |Spact  |
|Striker|Tack   |Bucc   |Village|
|Striker|Tack   |Ace    |Heli   |
|Striker|Tack   |Ace    |Mortar |
|Striker|Tack   |Ace    |Wizard |
|Striker|Tack   |Ace    |Super  |
|Striker|Tack   |Ace    |Ninja  |
|Striker|Tack   |Ace    |Alch   |
|Striker|Tack   |Ace    |Druid  |
|Striker|Tack   |Ace    |Spact  |
|Striker|Tack   |Ace    |Village|
|Striker|Tack   |Heli   |Mortar |
|Striker|Tack   |Heli   |Wizard |
|Striker|Tack   |Heli   |Super  |
|Striker|Tack   |Heli   |Ninja  |
|Striker|Tack   |Heli   |Alch   |
|Striker|Tack   |Heli   |Druid  |
|Striker|Tack   |Heli   |Spact  |
|Striker|Tack   |Heli   |Village|
|Striker|Tack   |Mortar |Wizard |
|Striker|Tack   |Mortar |Super  |
|Striker|Tack   |Mortar |Ninja  |
|Striker|Tack   |Mortar |Alch   |
|Striker|Tack   |Mortar |Druid  |
|Striker|Tack   |Mortar |Spact  |
|Striker|Tack   |Mortar |Village|
|Striker|Tack   |Wizard |Super  |
|Striker|Tack   |Wizard |Ninja  |
|Striker|Tack   |Wizard |Alch   |
|Striker|Tack   |Wizard |Druid  |
|Striker|Tack   |Wizard |Spact  |
|Striker|Tack   |Wizard |Village|
|Striker|Tack   |Super  |Ninja  |
|Striker|Tack   |Super  |Alch   |
|Striker|Tack   |Super  |Druid  |
|Striker|Tack   |Super  |Spact  |
|Striker|Tack   |Super  |Village|
|Striker|Tack   |Ninja  |Alch   |
|Striker|Tack   |Ninja  |Druid  |
|Striker|Tack   |Ninja  |Spact  |
|Striker|Tack   |Ninja  |Village|
|Striker|Tack   |Alch   |Druid  |
|Striker|Tack   |Alch   |Spact  |
|Striker|Tack   |Alch   |Village|
|Striker|Tack   |Druid  |Spact  |
|Striker|Tack   |Druid  |Village|
|Striker|Tack   |Spact  |Village|
|Striker|Ice    |Glue   |Sniper |
|Striker|Ice    |Glue   |Sub    |
|Striker|Ice    |Glue   |Bucc   |
|Striker|Ice    |Glue   |Ace    |
|Striker|Ice    |Glue   |Heli   |
|Striker|Ice    |Glue   |Mortar |
|Striker|Ice    |Glue   |Wizard |
|Striker|Ice    |Glue   |Super  |
|Striker|Ice    |Glue   |Ninja  |
|Striker|Ice    |Glue   |Alch   |
|Striker|Ice    |Glue   |Druid  |
|Striker|Ice    |Glue   |Spact  |
|Striker|Ice    |Glue   |Village|
|Striker|Ice    |Sniper |Sub    |
|Striker|Ice    |Sniper |Bucc   |
|Striker|Ice    |Sniper |Ace    |
|Striker|Ice    |Sniper |Heli   |
|Striker|Ice    |Sniper |Mortar |
|Striker|Ice    |Sniper |Wizard |
|Striker|Ice    |Sniper |Super  |
|Striker|Ice    |Sniper |Ninja  |
|Striker|Ice    |Sniper |Alch   |
|Striker|Ice    |Sniper |Druid  |
|Striker|Ice    |Sniper |Spact  |
|Striker|Ice    |Sniper |Village|
|Striker|Ice    |Sub    |Bucc   |
|Striker|Ice    |Sub    |Ace    |
|Striker|Ice    |Sub    |Heli   |
|Striker|Ice    |Sub    |Mortar |
|Striker|Ice    |Sub    |Wizard |
|Striker|Ice    |Sub    |Super  |
|Striker|Ice    |Sub    |Ninja  |
|Striker|Ice    |Sub    |Alch   |
|Striker|Ice    |Sub    |Druid  |
|Striker|Ice    |Sub    |Spact  |
|Striker|Ice    |Sub    |Village|
|Striker|Ice    |Bucc   |Ace    |
|Striker|Ice    |Bucc   |Heli   |
|Striker|Ice    |Bucc   |Mortar |
|Striker|Ice    |Bucc   |Wizard |
|Striker|Ice    |Bucc   |Super  |
|Striker|Ice    |Bucc   |Ninja  |
|Striker|Ice    |Bucc   |Alch   |
|Striker|Ice    |Bucc   |Druid  |
|Striker|Ice    |Bucc   |Spact  |
|Striker|Ice    |Bucc   |Village|
|Striker|Ice    |Ace    |Heli   |
|Striker|Ice    |Ace    |Mortar |
|Striker|Ice    |Ace    |Wizard |
|Striker|Ice    |Ace    |Super  |
|Striker|Ice    |Ace    |Ninja  |
|Striker|Ice    |Ace    |Alch   |
|Striker|Ice    |Ace    |Druid  |
|Striker|Ice    |Ace    |Spact  |
|Striker|Ice    |Ace    |Village|
|Striker|Ice    |Heli   |Mortar |
|Striker|Ice    |Heli   |Wizard |
|Striker|Ice    |Heli   |Super  |
|Striker|Ice    |Heli   |Ninja  |
|Striker|Ice    |Heli   |Alch   |
|Striker|Ice    |Heli   |Druid  |
|Striker|Ice    |Heli   |Spact  |
|Striker|Ice    |Heli   |Village|
|Striker|Ice    |Mortar |Wizard |
|Striker|Ice    |Mortar |Super  |
|Striker|Ice    |Mortar |Ninja  |
|Striker|Ice    |Mortar |Alch   |
|Striker|Ice    |Mortar |Druid  |
|Striker|Ice    |Mortar |Spact  |
|Striker|Ice    |Mortar |Village|
|Striker|Ice    |Wizard |Super  |
|Striker|Ice    |Wizard |Ninja  |
|Striker|Ice    |Wizard |Alch   |
|Striker|Ice    |Wizard |Druid  |
|Striker|Ice    |Wizard |Spact  |
|Striker|Ice    |Wizard |Village|
|Striker|Ice    |Super  |Ninja  |
|Striker|Ice    |Super  |Alch   |
|Striker|Ice    |Super  |Druid  |
|Striker|Ice    |Super  |Spact  |
|Striker|Ice    |Super  |Village|
|Striker|Ice    |Ninja  |Alch   |
|Striker|Ice    |Ninja  |Druid  |
|Striker|Ice    |Ninja  |Spact  |
|Striker|Ice    |Ninja  |Village|
|Striker|Ice    |Alch   |Druid  |
|Striker|Ice    |Alch   |Spact  |
|Striker|Ice    |Alch   |Village|
|Striker|Ice    |Druid  |Spact  |
|Striker|Ice    |Druid  |Village|
|Striker|Ice    |Spact  |Village|
|Striker|Glue   |Sniper |Sub    |
|Striker|Glue   |Sniper |Bucc   |
|Striker|Glue   |Sniper |Ace    |
|Striker|Glue   |Sniper |Heli   |
|Striker|Glue   |Sniper |Mortar |
|Striker|Glue   |Sniper |Wizard |
|Striker|Glue   |Sniper |Super  |
|Striker|Glue   |Sniper |Ninja  |
|Striker|Glue   |Sniper |Alch   |
|Striker|Glue   |Sniper |Druid  |
|Striker|Glue   |Sniper |Spact  |
|Striker|Glue   |Sniper |Village|
|Striker|Glue   |Sub    |Bucc   |
|Striker|Glue   |Sub    |Ace    |
|Striker|Glue   |Sub    |Heli   |
|Striker|Glue   |Sub    |Mortar |
|Striker|Glue   |Sub    |Wizard |
|Striker|Glue   |Sub    |Super  |
|Striker|Glue   |Sub    |Ninja  |
|Striker|Glue   |Sub    |Alch   |
|Striker|Glue   |Sub    |Druid  |
|Striker|Glue   |Sub    |Spact  |
|Striker|Glue   |Sub    |Village|
|Striker|Glue   |Bucc   |Ace    |
|Striker|Glue   |Bucc   |Heli   |
|Striker|Glue   |Bucc   |Mortar |
|Striker|Glue   |Bucc   |Wizard |
|Striker|Glue   |Bucc   |Super  |
|Striker|Glue   |Bucc   |Ninja  |
|Striker|Glue   |Bucc   |Alch   |
|Striker|Glue   |Bucc   |Druid  |
|Striker|Glue   |Bucc   |Spact  |
|Striker|Glue   |Bucc   |Village|
|Striker|Glue   |Ace    |Heli   |
|Striker|Glue   |Ace    |Mortar |
|Striker|Glue   |Ace    |Wizard |
|Striker|Glue   |Ace    |Super  |
|Striker|Glue   |Ace    |Ninja  |
|Striker|Glue   |Ace    |Alch   |
|Striker|Glue   |Ace    |Druid  |
|Striker|Glue   |Ace    |Spact  |
|Striker|Glue   |Ace    |Village|
|Striker|Glue   |Heli   |Mortar |
|Striker|Glue   |Heli   |Wizard |
|Striker|Glue   |Heli   |Super  |
|Striker|Glue   |Heli   |Ninja  |
|Striker|Glue   |Heli   |Alch   |
|Striker|Glue   |Heli   |Druid  |
|Striker|Glue   |Heli   |Spact  |
|Striker|Glue   |Heli   |Village|
|Striker|Glue   |Mortar |Wizard |
|Striker|Glue   |Mortar |Super  |
|Striker|Glue   |Mortar |Ninja  |
|Striker|Glue   |Mortar |Alch   |
|Striker|Glue   |Mortar |Druid  |
|Striker|Glue   |Mortar |Spact  |
|Striker|Glue   |Mortar |Village|
|Striker|Glue   |Wizard |Super  |
|Striker|Glue   |Wizard |Ninja  |
|Striker|Glue   |Wizard |Alch   |
|Striker|Glue   |Wizard |Druid  |
|Striker|Glue   |Wizard |Spact  |
|Striker|Glue   |Wizard |Village|
|Striker|Glue   |Super  |Ninja  |
|Striker|Glue   |Super  |Alch   |
|Striker|Glue   |Super  |Druid  |
|Striker|Glue   |Super  |Spact  |
|Striker|Glue   |Super  |Village|
|Striker|Glue   |Ninja  |Alch   |
|Striker|Glue   |Ninja  |Druid  |
|Striker|Glue   |Ninja  |Spact  |
|Striker|Glue   |Ninja  |Village|
|Striker|Glue   |Alch   |Druid  |
|Striker|Glue   |Alch   |Spact  |
|Striker|Glue   |Alch   |Village|
|Striker|Glue   |Druid  |Spact  |
|Striker|Glue   |Druid  |Village|
|Striker|Glue   |Spact  |Village|
|Striker|Sniper |Sub    |Bucc   |
|Striker|Sniper |Sub    |Ace    |
|Striker|Sniper |Sub    |Heli   |
|Striker|Sniper |Sub    |Mortar |
|Striker|Sniper |Sub    |Wizard |
|Striker|Sniper |Sub    |Super  |
|Striker|Sniper |Sub    |Ninja  |
|Striker|Sniper |Sub    |Alch   |
|Striker|Sniper |Sub    |Druid  |
|Striker|Sniper |Sub    |Spact  |
|Striker|Sniper |Sub    |Village|
|Striker|Sniper |Bucc   |Ace    |
|Striker|Sniper |Bucc   |Heli   |
|Striker|Sniper |Bucc   |Mortar |
|Striker|Sniper |Bucc   |Wizard |
|Striker|Sniper |Bucc   |Super  |
|Striker|Sniper |Bucc   |Ninja  |
|Striker|Sniper |Bucc   |Alch   |
|Striker|Sniper |Bucc   |Druid  |
|Striker|Sniper |Bucc   |Spact  |
|Striker|Sniper |Bucc   |Village|
|Striker|Sniper |Ace    |Heli   |
|Striker|Sniper |Ace    |Mortar |
|Striker|Sniper |Ace    |Wizard |
|Striker|Sniper |Ace    |Super  |
|Striker|Sniper |Ace    |Ninja  |
|Striker|Sniper |Ace    |Alch   |
|Striker|Sniper |Ace    |Druid  |
|Striker|Sniper |Ace    |Spact  |
|Striker|Sniper |Ace    |Village|
|Striker|Sniper |Heli   |Mortar |
|Striker|Sniper |Heli   |Wizard |
|Striker|Sniper |Heli   |Super  |
|Striker|Sniper |Heli   |Ninja  |
|Striker|Sniper |Heli   |Alch   |
|Striker|Sniper |Heli   |Druid  |
|Striker|Sniper |Heli   |Spact  |
|Striker|Sniper |Heli   |Village|
|Striker|Sniper |Mortar |Wizard |
|Striker|Sniper |Mortar |Super  |
|Striker|Sniper |Mortar |Ninja  |
|Striker|Sniper |Mortar |Alch   |
|Striker|Sniper |Mortar |Druid  |
|Striker|Sniper |Mortar |Spact  |
|Striker|Sniper |Mortar |Village|
|Striker|Sniper |Wizard |Super  |
|Striker|Sniper |Wizard |Ninja  |
|Striker|Sniper |Wizard |Alch   |
|Striker|Sniper |Wizard |Druid  |
|Striker|Sniper |Wizard |Spact  |
|Striker|Sniper |Wizard |Village|
|Striker|Sniper |Super  |Ninja  |
|Striker|Sniper |Super  |Alch   |
|Striker|Sniper |Super  |Druid  |
|Striker|Sniper |Super  |Spact  |
|Striker|Sniper |Super  |Village|
|Striker|Sniper |Ninja  |Alch   |
|Striker|Sniper |Ninja  |Druid  |
|Striker|Sniper |Ninja  |Spact  |
|Striker|Sniper |Ninja  |Village|
|Striker|Sniper |Alch   |Druid  |
|Striker|Sniper |Alch   |Spact  |
|Striker|Sniper |Alch   |Village|
|Striker|Sniper |Druid  |Spact  |
|Striker|Sniper |Druid  |Village|
|Striker|Sniper |Spact  |Village|
|Striker|Sub    |Bucc   |Ace    |
|Striker|Sub    |Bucc   |Heli   |
|Striker|Sub    |Bucc   |Mortar |
|Striker|Sub    |Bucc   |Wizard |
|Striker|Sub    |Bucc   |Super  |
|Striker|Sub    |Bucc   |Ninja  |
|Striker|Sub    |Bucc   |Alch   |
|Striker|Sub    |Bucc   |Druid  |
|Striker|Sub    |Bucc   |Spact  |
|Striker|Sub    |Bucc   |Village|
|Striker|Sub    |Ace    |Heli   |
|Striker|Sub    |Ace    |Mortar |
|Striker|Sub    |Ace    |Wizard |
|Striker|Sub    |Ace    |Super  |
|Striker|Sub    |Ace    |Ninja  |
|Striker|Sub    |Ace    |Alch   |
|Striker|Sub    |Ace    |Druid  |
|Striker|Sub    |Ace    |Spact  |
|Striker|Sub    |Ace    |Village|
|Striker|Sub    |Heli   |Mortar |
|Striker|Sub    |Heli   |Wizard |
|Striker|Sub    |Heli   |Super  |
|Striker|Sub    |Heli   |Ninja  |
|Striker|Sub    |Heli   |Alch   |
|Striker|Sub    |Heli   |Druid  |
|Striker|Sub    |Heli   |Spact  |
|Striker|Sub    |Heli   |Village|
|Striker|Sub    |Mortar |Wizard |
|Striker|Sub    |Mortar |Super  |
|Striker|Sub    |Mortar |Ninja  |
|Striker|Sub    |Mortar |Alch   |
|Striker|Sub    |Mortar |Druid  |
|Striker|Sub    |Mortar |Spact  |
|Striker|Sub    |Mortar |Village|
|Striker|Sub    |Wizard |Super  |
|Striker|Sub    |Wizard |Ninja  |
|Striker|Sub    |Wizard |Alch   |
|Striker|Sub    |Wizard |Druid  |
|Striker|Sub    |Wizard |Spact  |
|Striker|Sub    |Wizard |Village|
|Striker|Sub    |Super  |Ninja  |
|Striker|Sub    |Super  |Alch   |
|Striker|Sub    |Super  |Druid  |
|Striker|Sub    |Super  |Spact  |
|Striker|Sub    |Super  |Village|
|Striker|Sub    |Ninja  |Alch   |
|Striker|Sub    |Ninja  |Druid  |
|Striker|Sub    |Ninja  |Spact  |
|Striker|Sub    |Ninja  |Village|
|Striker|Sub    |Alch   |Druid  |
|Striker|Sub    |Alch   |Spact  |
|Striker|Sub    |Alch   |Village|
|Striker|Sub    |Druid  |Spact  |
|Striker|Sub    |Druid  |Village|
|Striker|Sub    |Spact  |Village|
|Striker|Bucc   |Ace    |Heli   |
|Striker|Bucc   |Ace    |Mortar |
|Striker|Bucc   |Ace    |Wizard |
|Striker|Bucc   |Ace    |Super  |
|Striker|Bucc   |Ace    |Ninja  |
|Striker|Bucc   |Ace    |Alch   |
|Striker|Bucc   |Ace    |Druid  |
|Striker|Bucc   |Ace    |Spact  |
|Striker|Bucc   |Ace    |Village|
